year,drug_name,drug_type,January_purchase,February_purchase,March_purchase,April_purchase,May_purchase,June_purchase,July_purchase,August_purchase,September_purchase,October_purchase,November_purchase,December_purchase,total_Quantity,price,total_price
2020,Hydroxyzine,Anxiolytic,65,75,85,60,65,70,80,75,65,75,85,80,845,10,8450
2020,Carvedilol,Beta blocker,20,30,35,15,20,25,30,25,20,30,35,30,305,15,4575
2020,Alprazolam,Benzodiazepine,90,100,110,85,90,95,105,100,90,100,110,105,1125,10,11250
2020,Celecoxib,NSAID,15,25,30,10,15,20,25,20,15,25,30,25,250,15,3750
2020,Escitalopram,SSRI antidepressant,100,110,120,95,100,105,115,110,100,110,120,115,1215,12,14580
2020,Pregabalin,Anticonvulsant,10,20,25,5,10,15,20,15,10,20,25,20,205,20,4100
2020,Lamotrigine,Anticonvulsant,85,95,105,80,85,90,100,95,85,95,105,100,1050,15,15750
2020,Budesonide,Corticosteroid,30,40,45,25,30,35,40,35,30,40,45,40,435,18,7830
2020,Quetiapine,Atypical antipsychotic,65,75,85,60,65,70,80,75,65,75,85,80,845,20,16900
2020,Risperidone,Atypical antipsychotic,20,30,35,15,20,25,30,25,20,30,35,30,305,22,6710
2020,Venlafaxine,SNRI antidepressant,90,100,110,85,90,95,105,100,90,100,110,105,1125,12,13500
2020,Mirtazapine,Atypical antidepressant,15,25,30,10,15,20,25,20,15,25,30,25,250,10,2500
2020,Trazodone,SARI antidepressant,100,110,120,95,100,105,115,110,100,110,120,115,1215,15,18225
2020,Baclofen,Muscle relaxant,10,20,25,5,10,15,20,15,10,20,25,20,205,25,5125
2020,Methotrexate,Chemotherapy agent,85,95,105,80,85,90,100,95,85,95,105,100,1050,20,21000
2020,Doxycycline,Antibiotic,30,40,45,25,30,35,40,35,30,40,45,40,435,22,9570
2020,Desvenlafaxine,SNRI antidepressant,65,75,85,60,65,70,80,75,65,75,85,80,845,12,10140
2020,Methylphenidate,Stimulant,20,30,35,15,20,25,30,25,20,30,35,30,305,18,5490
2020,Atomoxetine,SNRI antidepressant,90,100,110,85,90,95,105,100,90,100,110,105,1125,12,13500
2020,Buprenorphine,Opioid,15,25,30,10,15,20,25,20,15,25,30,25,250,15,3750
2020,Phenobarbital,Barbiturate,100,110,120,95,100,105,115,110,100,110,120,115,1215,10,12150
2020,Clomipramine,TCA antidepressant,10,20,25,5,10,15,20,15,10,20,25,20,205,20,4100
2020,Duloxetine,SNRI antidepressant,85,95,105,80,85,90,100,95,85,95,105,100,1050,15,15750
2020,Fluvoxamine,SSRI antidepressant,30,40,45,25,30,35,40,35,30,40,45,40,435,18,7830
2020,Lofexidine,Alpha-2 adrenergic agonist,65,75,85,60,65,70,80,75,65,75,85,80,845,22,18590
2020,Tianeptine,Tricyclic antidepressant,20,30,35,15,20,25,30,25,20,30,35,30,305,10,3050
2020,Quinapril,ACE inhibitor,90,100,110,85,90,95,105,100,90,100,110,105,1125,12,13500
2020,Prochlorperazine,Phenothiazine,15,25,30,10,15,20,25,20,15,25,30,25,250,22,5500
2020,Clemastine,First-generation antihistamine,100,110,120,95,100,105,115,110,100,110,120,115,1215,10,12150
2020,Venlafaxine,SNRI antidepressant,10,20,25,5,10,15,20,15,10,20,25,20,205,25,5125
2020,Mirtazapine,Atypical antidepressant,85,95,105,80,85,90,100,95,85,95,105,100,1050,12,12600
2020,Trazodone,SARI antidepressant,30,40,45,25,30,35,40,35,30,40,45,40,435,20,8700
2020,Baclofen,Muscle relaxant,15,25,30,10,15,20,25,20,15,25,30,25,250,15,3750
2020,Methotrexate,Chemotherapy agent,100,110,120,95,100,105,115,110,100,110,120,115,1215,18,21870
2020,Doxycycline,Antibiotic,10,20,25,5,10,15,20,15,10,20,25,20,205,25,5125
2020,Desvenlafaxine,SNRI antidepressant,85,95,105,80,85,90,100,95,85,95,105,100,1050,12,12600
2020,Methylphenidate,Stimulant,30,40,45,25,30,35,40,35,30,40,45,40,435,20,8700
2020,Atomoxetine,SNRI antidepressant,65,75,85,60,65,70,80,75,65,75,85,80,845,15,12675
2020,Buprenorphine,Opioid,20,30,35,15,20,25,30,25,20,30,35,30,305,18,5490
2020,Phenobarbital,Barbiturate,100,110,120,95,100,105,115,110,100,110,120,115,1215,12,14580
2020,Clomipramine,TCA antidepressant,15,25,30,10,15,20,25,20,15,25,30,25,250,22,5500
2020,Duloxetine,SNRI antidepressant,90,100,110,85,90,95,105,100,90,100,110,105,1125,10,11250
2020,Fluvoxamine,SSRI antidepressant,10,20,25,5,10,15,20,15,10,20,25,20,205,25,5125
2020,Lofexidine,Alpha-2 adrenergic agonist,85,95,105,80,85,90,100,95,85,95,105,100,1050,12,12600
2020,Tianeptine,Tricyclic antidepressant,30,40,45,25,30,35,40,35,30,40,45,40,435,18,7830
2020,Quinapril,ACE inhibitor,100,110,120,95,100,105,115,110,100,110,120,115,1215,22,26730
2020,Prochlorperazine,Phenothiazine,15,25,30,10,15,20,25,20,15,25,30,25,250,25,6250
2020,Clemastine,First-generation antihistamine,90,100,110,85,90,95,105,100,90,100,110,105,1125,10,11250
